"","Start_time","Stop_time","Query","Query_complexity","Role","Sub_themes","Code","Query_counter","Transcript","Actor_pair"
"136","00:07:31.920","00:07:35.120","recycle, automobile tires","understand","Seeker","Discourse Management","A:Confirms",19,"Yes so open that page in a new tab","2"
"137","00:07:37.600","00:07:41.560","recycle, automobile tires","understand","Intermediary","Information Request","B:Enquiry for further information",20,"Is there anything else on that page?","2"
"138","00:07:42.440","00:07:47.200","recycle, automobile tires","understand","Seeker","Discourse Management","A:Asks to repeat first search result",21,"What was the detail around Ecoflex International again?","2"
"139","00:07:47.320","00:08:02.320","recycle, automobile tires","understand","Intermediary","Results Presentation","B:SERP without modification",22,"Uhm so the short summary is Ecoflex International is committed to the development of engineering products using recycled truck and car tyres and then it goes as a means of achieving low-cost dotdotdot","2"
"140","00:08:02.960","00:08:13.400","recycle, automobile tires","understand","Seeker","Search Progression + Navigation","A:Performance feedback + Access source",23,"I would be interested if I could open that in a new tab as well and Timberland Tyres in a new tab so that's three","2"
"141","00:08:13.720","00:08:49.560","recycle, automobile tires","understand","Intermediary","Results Presentation","B:Scanning document with modification",24,"So the first one is from wrench a part what happens to the tyres once the car frames are recycled uhm it's got a bunch of headings on this page uhm basically what happens when the tyres or the car frames recycled at so the junkyard sells them, recyclers sell them, recyclers recycle them, they reach landfill, and then the bottom one need to buy pre-owned tyres","2"
"142","00:08:50.460","00:09:03.160","recycle, automobile tires","understand","Seeker","Navigation","A:Access link within document",25,"Uhm... could I open the recyclers recycle uhm in a new tab... if it allows that","2"
"143","00:09:03.260","00:09:11.380","recycle, automobile tires","understand","Intermediary","Visibility Of System Status","B:Feedback on what is happening",26,"It doesn't seem to have... a... tab for that","2"
"144","00:09:11.460","00:09:16.900","recycle, automobile tires","understand","Seeker","Information Request","A:Information request within document",27,"What information is available around recycling, recyclers recycling the tyres","2"
"145","00:10:03.000","00:10:04.600","recycle, automobile tires","understand","Intermediary","Results Presentation","B:Within-Document search result",28,"Some end-of-life vehicles are sold directly to recycle recyclers most of which specialise in recycling metal from cars and not rubber components such as tyres. Some recyclers require the tyres to be removed before they accept a vehicle. Recyclers that don't have this requirement often sell tyres to organisations that reuse them in original form or process them into a variety of new products. It looks like the majority of this website is based around uhm, buying and selling junk cars, so probably not so much on the recycling reuse of tyres... and it looks like it's based in the USA","2"
"146","00:10:16.500","00:11:02.500","per capita alcohol consumption","analyze","Seeker","Information Request","A:Initial information request",1,"Please compare first word I'd like compare average international uhm and I'd like in inverted commas the words alcohol consumption... close inverted commas and then in open inverted commas per capita that's PER capita CAPITA close inverted commas... and that's if you could return the searches for that please","2"
"147","00:11:07.400","00:11:09.600","per capita alcohol consumption","analyze","Intermediary","Discourse Management","B:Asks to repeat",2,"Sorry what, can you repeat that sentence","2"
"148","00:11:10.280","00:11:29.880","per capita alcohol consumption","analyze","Seeker","Discourse Management","A:Query repeat",3,"Compare average open inverted commas oh sorry compare average international open inverted commas alcohol consumption close inverted commas open inverted commas per capita close inverted commas","2"
"149","00:11:31.800","00:13:09.900","per capita alcohol consumption","analyze","Intermediary","Results Presentation","B:SERP without modification",4,"OK so the first result is Wikipedia and it's a list of countries by alcohol consumption per capita uhm and then the second source is also Wikipedia and that's uhm beer consumption per capita and then we have a pdf document from the World Health Organisation on global status report on alcohol and health uhm and we have a CNBC article uhm fifteen countries that consume the most alcohol uhm then it looks like an article from WSJ dot com which countries drink the most alcohol news dot com dot AU what countries drink the most amount of alcohol per capita and there is a website called statistica global per capita whiskey consumption uhm from two thousand and fourteen then a Wordpress site called epianalysis alcohol use around the globe new data trends and then the second to last one is US news dot com per capita USA and... yeah this one sort of seems to be very US focussed being high alcohol consumption in the US it sounds like a very US centric site and there is an other PDF from preventativehealth dot org dot AU key trends in alcohol consumption","2"
"150","00:13:10.560","00:13:54.040","per capita alcohol consumption","analyze","Seeker","Navigation","A:Access source",5,"OK uhm... please open in a seperate tab the first one the Wikipedia alcohol consumption uhm per country per capita, the other one I would like open please is the last one you mentioned number 10 uhm the key trends in Australia in a seperate tab uhm and the fourth one you mentioned about uhm the fifteen countries that consume the most alcohol in a seperate tab, can we start with Wikipedia return response please?","2"
"151","00:13:54.100","00:14:53.000","per capita alcohol consumption","analyze","Intermediary","Results Presentation","B:Scanning document with modification",6,"OK so it looks like it's covering World Health Organisation data from two thousand and ten uhm and the report was published in two thousand and fourteen uhm it has calculations used by people aged fifteen years and older uhm... and unrecorded consumption was calculated using empirical investigations and judgements, the total sum is of reported and unreported consumption uhm and then there are columns in here that break up consumption by beer, wine, spirits and other uhm other refers to other alcoholic beverages such as rice wine, sake, kumi kumi, kwete, mead and cider, and then there's a two thousand fifteen projection attached to this","2"
"152","00:14:53.200","00:15:03.200","per capita alcohol consumption","analyze","Seeker","Information Request","A:Information request within document",7,"Does the data uhm illustrate per capita consumption... by country?","2"
"153","00:15:03.520","00:15:23.480","per capita alcohol consumption","analyze","Intermediary","Results Presentation","B:Within-Document search result",8,"Uhm... I believe that that would be... the first column... OK this is the list of countries by alcohol consumption measured in equivalent litres of pure ethanol consumed per capita per year","2"
